Cand_Name,FEC ID#,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cand_State,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,STATE ABBREVIATION,CANDIDATE NAME,PARTY,GE WINNER INDICATOR,top_individual_contribution,top_total_disbursement,top_other_comm_contribution,top_party_comm_contribution,incumbent,open,Cand_Party_Affiliation_DEM,Cand_Party_Affiliation_OTHER,Cand_Party_Affiliation_REP,Cand_Office_St_AK,Cand_Office_St_AL,Cand_Office_St_AR,Cand_Office_St_AS,Cand_Office_St_AZ,Cand_Office_St_CA,Cand_Office_St_CO,Cand_Office_St_CT,Cand_Office_St_DC,Cand_Office_St_DE,Cand_Office_St_FL,Cand_Office_St_GA,Cand_Office_St_GU,Cand_Office_St_HI,Cand_Office_St_IA,Cand_Office_St_ID,Cand_Office_St_IL,Cand_Office_St_IN,Cand_Office_St_KS,Cand_Office_St_KY,Cand_Office_St_LA,Cand_Office_St_MA,Cand_Office_St_MD,Cand_Office_St_ME,Cand_Office_St_MI,Cand_Office_St_MN,Cand_Office_St_MO,Cand_Office_St_MP,Cand_Office_St_MS,Cand_Office_St_MT,Cand_Office_St_NC,Cand_Office_St_ND,Cand_Office_St_NE,Cand_Office_St_NH,Cand_Office_St_NJ,Cand_Office_St_NM,Cand_Office_St_NV,Cand_Office_St_NY,Cand_Office_St_OH,Cand_Office_St_OK,Cand_Office_St_OR,Cand_Office_St_PA,Cand_Office_St_RI,Cand_Office_St_SC,Cand_Office_St_SD,Cand_Office_St_TN,Cand_Office_St_TX,Cand_Office_St_UT,Cand_Office_St_VA,Cand_Office_St_VI,Cand_Office_St_VT,Cand_Office_St_WA,Cand_Office_St_WI,Cand_Office_St_WV,Cand_Office_St_WY,Cand_Office_Dist_0,Cand_Office_Dist_1,Cand_Office_Dist_2,Cand_Office_Dist_3,Cand_Office_Dist_4,Cand_Office_Dist_5,Cand_Office_Dist_6,Cand_Office_Dist_7,Cand_Office_Dist_8,Cand_Office_Dist_9,Cand_Office_Dist_10,Cand_Office_Dist_11,Cand_Office_Dist_12,Cand_Office_Dist_13,Cand_Office_Dist_14,Cand_Office_Dist_15,Cand_Office_Dist_16,Cand_Office_Dist_17,Cand_Office_Dist_18,Cand_Office_Dist_19,Cand_Office_Dist_20,Cand_Office_Dist_21,Cand_Office_Dist_22,Cand_Office_Dist_23,Cand_Office_Dist_24,Cand_Office_Dist_25,Cand_Office_Dist_26,Cand_Office_Dist_27,Cand_Office_Dist_28,Cand_Office_Dist_29,Cand_Office_Dist_30,Cand_Office_Dist_31,Cand_Office_Dist_32,Cand_Office_Dist_33,Cand_Office_Dist_34,Cand_Office_Dist_35,Cand_Office_Dist_36,Cand_Office_Dist_37,Cand_Office_Dist_38,Cand_Office_Dist_39,Cand_Office_Dist_40,Cand_Office_Dist_41,Cand_Office_Dist_42,Cand_Office_Dist_43,Cand_Office_Dist_44,Cand_Office_Dist_45,Cand_Office_Dist_46,Cand_Office_Dist_47,Cand_Office_Dist_48,Cand_Office_Dist_49,Cand_Office_Dist_50,Cand_Office_Dist_51,Cand_Office_Dist_52,Cand_Office_Dist_53,Cand_Office_Dist
"TAYLOR, SCOTT W. MR.",H0VA02118,INCUMBENT,3651856.95,3426114.65,VA,2387451.75,932960.61,1000,VA,"TAYLOR, SCOTT W. MR.",REP,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LURIA, ELAINE",H8VA02111,CHALLENGER,3611756.58,2697449.01,VA,2456938.11,358087.61,8856.26,VA,"LURIA, ELAINE",DEM,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"HUBBARD, GARRY B MR.",H8VA02087,CHALLENGER,0,0,VA,0,0,0,VA,"HUBBARD, GARRY B MR.",DEM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"NYGAARD, DAVID E",H8VA02129,CHALLENGER,0,0,VA,0,0,0,VA,"NYGAARD, DAVID E",DEM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"BROWN, SHAUN DENISE",H6VA02115,CHALLENGER,716689.27,717224.83,VA,5083.85,0,0,VA,"BROWN, SHAUN DENISE",DEM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"JONES, MARY",H8VA02079,CHALLENGER,89806.14,89806.14,VA,89429.67,0,0,VA,"JONES, MARY",REP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"MALLARD, KAREN POWERS MRS.",H8VA02103,CHALLENGER,75293.38,74862.9,VA,66260.54,6412.98,0,VA,"MALLARD, KAREN POWERS MRS.",DEM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SCOTT, ROBERT C MR",H6VA01117,INCUMBENT,575264.28,544557.06,VA,185514.7,385919.08,0,VA,"SCOTT, ROBERT C MR",DEM,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"MCADAMS, RYAN A. MR.",H8VA04026,CHALLENGER,173492.84,146257.39,VA,159407.96,11050,0,VA,"MCADAMS, RYAN A. MR.",REP,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"MCEACHIN, ASTON DONALD",H6VA04061,INCUMBENT,819756.03,827290.42,VA,365992.14,446293.61,30.75,VA,"MCEACHIN, ASTON DONALD",DEM,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"FENTY, SHION",H8VA04034,CHALLENGER,15809.81,15809.81,VA,13110.03,0,0,VA,"FENTY, SHION",REP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"WELLS, PETER JOSEPH",H8VA04042,CHALLENGER,601,0,VA,201,0,300,VA,"WELLS, PETER JOSEPH",LIB,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"HUFFSTETLER, ROGER DEAN RD",H8VA05114,OPEN,1140147.03,1130736.68,VA,953030,38250,0,VA,"HUFFSTETLER, ROGER DEAN RD",DEM,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"CULLOP, BENJAMIN NIEL",H8VA05148,OPEN,293321.4,292727.37,VA,221602.48,0,0,VA,"CULLOP, BENJAMIN NIEL",DEM,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SNEATHERN, ANDREW",H8VA05122,OPEN,282193.79,286510.45,VA,225739.69,250,0,VA,"SNEATHERN, ANDREW",DEM,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SLATE, ADAM",H8VA05130,OPEN,15832.85,15832.85,VA,15831.16,0,0,VA,"SLATE, ADAM",DEM,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"COCKBURN, LESLIE",H8VA05155,OPEN,2771530.58,2072157.66,VA,2433701.25,105126.59,3856.26,VA,"COCKBURN, LESLIE",DEM,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"RIGGLEMAN, DENVER LEE MR. III",H8VA05171,OPEN,1415901.74,986554.46,VA,1203589.17,197050,14500,VA,"RIGGLEMAN, DENVER LEE MR. III",REP,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"GAUGHAN, W. LAWRENCE",H8VA05163,OPEN,0,0,VA,0,0,0,VA,"GAUGHAN, W. LAWRENCE",DEM,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"COPPOLA, SERGIO MR. II",H8VA06088,OPEN,5425.97,5425.97,VA,2845.45,0,0,VA,"COPPOLA, SERGIO MR. II",DEM,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"VOLOSIN, PETER",H8VA06070,OPEN,72647.16,71000.61,VA,72347.16,0,0,VA,"VOLOSIN, PETER",DEM,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"WRIGHT, DOUGLAS DAVID DR.",H8VA06146,OPEN,48571.35,48571.34,VA,3310,0,0,VA,"WRIGHT, DOUGLAS DAVID DR.",REP,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"POPE, ELLIOT",H8VA06120,OPEN,17115,17115,VA,11085,0,0,VA,"POPE, ELLIOT",REP,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"MOORE, CHARLOTTE ANN",H8VA06161,OPEN,1010,1336.92,VA,1010,0,0,VA,"MOORE, CHARLOTTE ANN",DEM,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"LEWIS, KATHYRN",H8VA06195,OPEN,6675,5735.28,VA,2675,0,0,VA,"LEWIS, KATHYRN",REP,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"JUSTO, ED",H8VA06179,CHALLENGER,0,0,VA,0,0,0,VA,"JUSTO, ED",REP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"LEWIS, KATHRYN",H8VA06187,CHALLENGER,0,0,VA,0,0,0,VA,"LEWIS, KATHRYN",REP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"DESJADON, MICHAEL",H8VA06153,OPEN,57074.9,57074.9,VA,39175,0,0,VA,"DESJADON, MICHAEL",REP,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"HAYWOOD, CHARLES W. MR.",H8VA06112,OPEN,81331.34,81016.35,VA,60304,5500,0,VA,"HAYWOOD, CHARLES W. MR.",REP,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"CLINE, BENJAMIN LEE",H8VA06104,OPEN,833545.04,642312.22,VA,590198.79,237703.45,5000,VA,"CLINE, BENJAMIN LEE",REP,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"LEWIS, JENNIFER LYNN",H8VA06138,OPEN,386807.03,308649.02,VA,377391.03,1416,3000,VA,"LEWIS, JENNIFER LYNN",DEM,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"DUNBAR, CYNTHIA",H8VA06096,OPEN,141437.62,141183.24,VA,89219.31,14750,3000,VA,"DUNBAR, CYNTHIA",REP,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"WARD, DANIEL",H8VA07086,CHALLENGER,958417.22,955032.25,VA,863555.18,67700,0,VA,"WARD, DANIEL",DEM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"BRAT, DAVID ALAN MR.",H4VA07143,INCUMBENT,2751354.32,1941364.34,VA,2289605.66,397954.15,6250,VA,"BRAT, DAVID ALAN MR.",REP,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"BEDELL, EILEEN MCNEIL",H6VA07148,CHALLENGER,41819.26,37136.19,VA,31549.26,200,0,VA,"BEDELL, EILEEN MCNEIL",DEM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"FRASER, DIANE FINDLAY",H8VA07102,CHALLENGER,29675,8286.1,VA,15175,0,0,VA,"FRASER, DIANE FINDLAY",DEM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"COMER, NATASHA VENITA",H8VA07110,CHALLENGER,0,0,VA,0,0,0,VA,"COMER, NATASHA VENITA",DEM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"NOBLE, JANELLE",H8VA07078,CHALLENGER,2943.19,2613.94,VA,2713.13,0,0,VA,"NOBLE, JANELLE",DEM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ALLI, HELEN",H8VA07060,CHALLENGER,13166.14,7480.52,VA,11464.16,0,0,VA,"ALLI, HELEN",OTH,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
